,Номер паспорта,Фамилия,Имя,Отчество,Дата рождения,Пол,Год получения прав,КП во время учёбы,Количество попыток сдачи эказмена,Название автошколы,Код региона получения прав
281,7813110566,Николаева,Оксана,Васильевна,1965-05-29,Ж,2011,А,4,Альтернатива,27
282,4359881182,Петров,Федот,Ильясович,1951-04-19,М,1981,M,1,Вектор,26
283,7880624902,Трофимова,Любовь,Матвеевна,1973-11-14,Ж,2003,M,3,Зеленая волна,83
284,2261060593,Матвеева,Дарья,Семеновна,1995-05-10,Ж,2021,M,2,А-Класс,62
285,9775546261,Данилов,Герман,Глебович,1998-01-24,М,2019,M,3,Автоледи,91
286,6526553302,Горбачев,Станислав,Ефимович,1966-10-30,М,2005,А,3,Топаз,20
287,4365533198,Доронина,Юлия,Вячеславовна,1958-04-27,Ж,1986,M,4,Фордевинд,21
288,4689737233,Ильин,Эммануил,Антипович,1956-02-07,М,1977,А,1,Клаксон,46
289,3961203277,Мишина,Марфа,Геннадиевна,1990-12-21,Ж,2011,M,4,Автоновичок,3
290,4547716393,Уварова,Зоя,Никифоровна,1985-08-16,Ж,2011,А,3,Ягуар,61
291,7615263795,Пахомов,Елизар,Федосьевич,1986-05-20,М,2018,M,5,АвтоАкадемия,62
292,1335274875,Гурьева,Ольга,Феликсовна,1976-02-17,Ж,2012,M,1,Автостарт,24
293,2923930224,Морозов,Фирс,Владленович,1965-08-05,М,2012,M,2,Бэст,67
294,7883870187,Шубин,Светозар,Устинович,2001-09-18,М,2020,M,5,Автогалактика,19
295,0074943613,Самсонова,Лора,Макаровна,1957-03-11,Ж,2006,M,4,Автоновичок,35
296,0276774200,Фомичев,Викентий,Евсеевич,1995-05-31,М,2016,А,1,Автолайн,42
297,8637953417,Колобов,Мирослав,Валерьевич,1985-07-16,М,2008,А,5,Чемпион,44
298,5181122940,Громов,Николай,Александрович,1977-05-31,М,2005,А,3,Восход,91
299,4840812820,Андреев,Анатолий,Власович,1964-11-26,М,1983,А,5,Дакар,45
300,5882319161,Тарасов,Фотий,Ефремович,1961-11-27,М,2007,M,5,Автофактор,75
301,6202217642,Нестерова,Регина,Ильинична,1989-04-30,Ж,2015,M,1,Дело,46
302,0770822573,Бобров,Трофим,Ефимьевич,1968-05-17,М,1986,M,3,Авто-Лига,29
303,8023166150,Рябов,Лев,Филимонович,1991-06-19,М,2019,M,3,Балтик-Стар,68
304,3296240947,Русакова,Антонина,Владиславовна,1963-02-18,Ж,2013,А,1,Зебра,42
305,5875475088,Жуков,Тихон,Власович,1961-12-25,М,1992,M,3,Прайм-Авто,34
306,4607700423,Наумова,Нина,Феликсовна,2002-07-05,Ж,2020,А,5,Норд-Вест,78
307,3882599865,Лебедев,Софон,Адрианович,1966-09-22,М,2002,M,3,Автолайф,87
308,1364315222,Рогов,Капитон,Владиленович,1955-01-04,М,1992,M,3,Перспектива,46
309,6381367300,Гордеев,Исай,Викентьевич,2001-11-21,М,2020,А,2,Стажер,55
310,5882125371,Субботин,Виссарион,Аксёнович,1969-05-13,М,2000,А,5,Форсаж,29
311,7631778978,Комаров,Терентий,Демидович,1954-11-01,М,2007,А,5,Золотой руль,16
312,1155566347,Игнатова,Варвара,Романовна,2001-07-14,Ж,2019,А,2,Пора за руль,71
313,3697606997,Алексеева,Анжела,Игоревна,1986-07-26,Ж,2005,А,2,Драйвин,52
314,5332754720,Щербаков,Евдоким,Измаилович,1974-02-22,М,2008,M,4,Альфа,76
315,3227883294,Григорьева,Виктория,Никифоровна,1998-02-20,Ж,2018,А,4,Шоссе,57
316,1845263233,Фадеева,Октябрина,Юрьевна,1977-12-18,Ж,2000,А,2,Балтик-Стар,28
317,6817038412,Гурьева,Любовь,Архиповна,1987-01-25,Ж,2021,M,2,Автополис,89
318,3910896977,Мясникова,Ольга,Николаевна,1954-05-17,Ж,2010,M,1,АртДрайв,53
319,6091582605,Максимова,Ксения,Ивановна,2000-08-14,Ж,2020,А,2,Курсант,1
320,5668391237,Бирюков,Фрол,Бориславович,1999-01-19,М,2018,M,4,Тутти плюс,45
321,7181154153,Сергеева,Наина,Леоновна,1964-02-13,Ж,1994,А,1,АртДрайв,62
322,5416717438,Родионов,Спартак,Игнатович,1959-07-05,М,2017,M,5,Шумахер,45
323,6619334845,Данилова,Анастасия,Наумовна,1988-02-16,Ж,2007,M,5,Топ Драйв,3
324,2660196485,Игнатьев,Будимир,Августович,1987-09-24,М,2015,А,4,Светофор,49
325,6507603353,Тарасов,Глеб,Эдуардович,1976-07-13,М,2021,А,5,Мустанг,19
326,9170095207,Горшков,Федосий,Якубович,1987-04-20,М,2013,А,1,Главная дорога,7
327,8261596804,Королев,Максим,Гертрудович,1991-10-26,М,2018,А,5,Перекресток,79
328,5713192486,Лапина,Евпраксия,Тарасовна,1975-09-23,Ж,2021,А,5,Автофакультет,22
329,1165149759,Вишняков,Валерьян,Германович,2000-05-15,М,2020,M,2,А-Класс,17
330,3884875149,Самсонова,Олимпиада,Робертовна,1959-04-20,Ж,2011,M,5,Виртуоз,83
331,4213172066,Мишина,Ия,Викторовна,1972-10-20,Ж,2015,А,1,Коррэктъ,66
332,7446292927,Архипов,Игнатий,Гордеевич,1992-04-08,М,2012,А,3,Трасса,62
333,5854446153,Анисимов,Варлаам,Терентьевич,1954-08-20,М,1974,А,4,В движении,66
334,9796317156,Титов,Лазарь,Аксёнович,2003-09-23,М,2021,M,5,Клаксон,10
335,7550137746,Сазонов,Вацлав,Александрович,1985-02-27,М,2004,А,2,Магистраль,20
336,3380864752,Никонов,Александр,Гордеевич,1951-04-30,М,1985,M,1,100 дорог,35
337,1904281927,Фролов,Ананий,Ерофеевич,1972-11-22,М,2013,А,1,Авто-Профи,32
338,1672273771,Самойлова,Ульяна,Никифоровна,1985-09-13,Ж,2003,M,5,Первая миля,21
339,9714034442,Щукин,Владислав,Юльевич,2001-07-31,М,2021,А,4,Мак-Авто,16
340,6383193102,Данилов,Радислав,Витальевич,1990-01-17,М,2018,M,4,Профессионал,74
341,1794073463,Муравьев,Аверьян,Владленович,1986-02-14,М,2006,А,5,Прайм-Авто,14
342,4480482472,Носкова,Галина,Степановна,1974-04-30,Ж,1995,M,5,Бумеранг,77
343,7761260082,Сысоев,Корнил,Арсенович,1973-03-04,М,1993,А,2,Штурман,5
344,2435618380,Дементьев,Станимир,Владиславович,1966-05-28,М,2008,M,2,Ротор,15
345,0723998902,Туров,Лавр,Герасимович,1955-02-11,М,1997,А,3,Тутти плюс,6
346,5129753539,Никифоров,Глеб,Харлампьевич,1964-08-31,М,2001,А,4,Три педали,89
347,5950343553,Громов,Севастьян,Власович,1970-11-13,М,1996,А,1,Флагман,45
348,9220395708,Шубина,Жанна,Макаровна,1957-01-24,Ж,2009,M,2,Крутой поворот,56
349,1814835819,Белова,Ирина,Тимуровна,1975-07-30,Ж,1997,А,3,Золотой руль,55
350,2027010156,Гаврилова,Жанна,Максимовна,1954-08-10,Ж,1993,M,1,Вираж,4
351,1638824913,Филатова,Анжела,Валентиновна,1971-01-15,Ж,2017,А,5,Ротор,61
352,8734834743,Матвеев,Арсений,Венедиктович,1997-07-08,М,2015,А,3,Ротор,20
353,0530714610,Евсеева,Лидия,Вениаминовна,1987-02-06,Ж,2016,А,5,Курсор,55
354,3299308007,Николаева,Виктория,Оскаровна,1959-11-23,Ж,1996,А,5,Водитель,32
355,1012400786,Захаров,Евсей,Тарасович,1980-08-27,М,2013,M,3,АвтоАс,38
356,1390785308,Трофимова,Валерия,Архиповна,1961-08-21,Ж,2007,А,2,Автомобилист,35
357,6755181575,Мясников,Венедикт,Александрович,1960-02-11,М,2017,А,1,Автофактор,55
358,2894110542,Котов,Болеслав,Даниилович,1966-04-17,М,2021,M,5,Учебка,14
359,7932881775,Павлов,Ипатий,Власович,1985-04-20,М,2007,M,2,Онега,54
360,1461630431,Кудряшова,Глафира,Рубеновна,1988-11-03,Ж,2016,А,2,Ралли Шоп,58
361,4823086239,Фокина,Екатерина,Эдуардовна,1959-02-28,Ж,1992,M,2,Автодрайв,4
362,3672900598,Гусева,Клавдия,Матвеевна,1992-11-01,Ж,2017,M,5,Главная дорога,40
363,0078281989,Петухова,Анжела,Геннадьевна,1997-09-18,Ж,2020,А,3,Дебют,92
364,2494343875,Быков,Всеволод,Бориславович,1959-08-29,М,1989,M,3,Бэст,70
365,8020286237,Филиппова,Анжела,Анатольевна,1969-09-09,Ж,2006,А,5,Магистраль,14
366,1584043347,Костина,Надежда,Леонидовна,1959-12-06,Ж,2006,M,2,Авто-Импульс,1
367,1490965496,Зыков,Исай,Эдуардович,1972-02-29,М,2019,M,5,Автолицей,91
368,6518127427,Архипова,Маргарита,Кирилловна,1962-10-11,Ж,2000,А,5,Авто-Премиум,16
369,7115619156,Третьякова,Людмила,Олеговна,1952-05-02,Ж,1980,А,3,Первая миля,42
370,7268628615,Тимофеев,Наркис,Дорофеевич,1953-09-10,М,1982,M,1,АвтоАс,20
371,0266850531,Борисов,Евграф,Августович,1957-12-30,М,2005,А,4,Умный водитель,68
372,2538020525,Носков,Максимильян,Фёдорович,1997-06-28,М,2020,А,5,Автолюбитель,66
373,5856414540,Лазарева,Кира,Валентиновна,1958-11-14,Ж,1991,А,3,Альфа,26
374,3405698637,Александров,Корнил,Валерьянович,2000-12-02,М,2019,M,5,Болид,64
375,0427464579,Рожкова,Валерия,Аскольдовна,1991-04-17,Ж,2018,А,1,Легион,6
376,6607760081,Кудрявцев,Андрон,Аверьянович,1975-03-03,М,2018,M,5,За рулем,50
377,2918009053,Игнатьев,Мирон,Георгиевич,1997-07-04,М,2020,А,2,Сигнал,51
378,3161281340,Кабанов,Селиван,Филимонович,1956-01-28,М,2015,А,5,Водитель,74
379,5863755345,Самсонов,Аристарх,Чеславович,1962-10-03,М,1991,А,1,Молния,66
380,8195126017,Фадеев,Валентин,Тимурович,1989-03-06,М,2010,А,2,Мастер-класс,66
381,8819311635,Быков,Авдей,Изотович,1963-03-17,М,2017,А,4,Дакар,21
382,5876402637,Комиссарова,Евпраксия,Ниловна,1969-06-21,Ж,1998,M,4,Ралли Шоп,8
383,2403836040,Игнатьева,Алина,Филипповна,1959-12-21,Ж,2009,M,1,Профессионал,46
384,2175530164,Самсонова,Ульяна,Кирилловна,1993-07-02,Ж,2014,А,5,Хочу рулить,75
385,4193107944,Мишин,Семен,Давидович,1976-02-25,М,2012,M,4,Флагман,26
386,6859370081,Молчанова,Милица,Игоревна,1972-11-30,Ж,1993,M,3,Академия вождения,1
387,5707163901,Панова,Пелагея,Тимуровна,1997-11-23,Ж,2020,M,4,Мотор,11
388,9858316717,Афанасьев,Селиверст,Герасимович,1957-04-06,М,1984,А,3,Звездный мост,53
389,2812949104,Новикова,Ангелина,Ильинична,1960-07-07,Ж,2015,M,2,Сигнал,62
390,0927443232,Титова,Раиса,Тарасовна,1951-07-30,Ж,1997,А,3,Авто-Лада,71
391,0837791224,Третьяков,Натан,Вячеславович,1968-04-18,М,1993,А,3,Норд-Вест,45
392,4641048934,Ефимова,Дарья,Богдановна,1998-06-17,Ж,2020,M,2,Ермак,61
393,4797595918,Юдина,Лариса,Вячеславовна,1978-09-30,Ж,2015,А,5,Бэст,61
394,1284699931,Рыбакова,Нина,Афанасьевна,1997-04-20,Ж,2021,А,1,Хайвэй,46
395,6409414876,Мартынова,Иванна,Васильевна,1973-09-12,Ж,2018,А,1,Луч,62
396,0507820222,Рогов,Осип,Денисович,1962-09-24,М,1999,M,4,"Эх, научу!",77
397,3662236905,Афанасьев,Радован,Даниилович,1951-01-20,М,1977,А,3,Зеленый свет,38
398,4812658923,Устинов,Тимур,Артёмович,1997-05-29,М,2015,M,4,Мак-Авто,7
399,3023516779,Беляева,Лариса,Степановна,1957-10-05,Ж,2018,M,3,Авто-Импульс,50
400,6357310852,Крюков,Адам,Яковлевич,2003-04-25,М,2021,M,3,Мак-Авто,68
401,7191431177,Носкова,Тамара,Михайловна,1989-02-10,Ж,2011,А,1,Автоотличник,37
402,4436265745,Федорова,Полина,Оскаровна,2003-04-03,Ж,2021,А,3,Лучший водитель,1
403,3050236959,Гущин,Иннокентий,Андреевич,1975-07-02,М,2011,M,4,Автознание,42
404,0184325013,Фомина,Анастасия,Харитоновна,1978-12-10,Ж,2001,M,5,Сириус,2
405,0421581605,Кошелев,Всеволод,Бориславович,1977-10-16,М,2004,M,4,Клаксон,71
406,7822661775,Корнилов,Варфоломей,Валентинович,2001-12-28,М,2021,M,2,Шанс,50
407,8214304885,Игнатьев,Анатолий,Измаилович,1956-12-05,М,1977,M,2,Экипаж,16
408,8752928332,Бобылев,Селиван,Денисович,1976-01-05,М,1994,M,2,Садовое Кольцо,3
