,driver_id,passport_id,surname,name,middle_name,date_of_birth,sex,year_of_get_license,study_transmission,attemps_of_pass,autoschool,region_id
262,263,1351825106,Чернов,Орест,Жоресович,1969-07-22,М,2012,автомат,4,Формула-1,31
263,264,5385981928,Белов,Мир,Артёмович,1961-11-14,М,2001,механика,4,В движении,77
264,265,2498647179,Рогов,Клавдий,Феофанович,1976-10-10,М,2015,автомат,3,Авто-Профи,56
265,266,6498353144,Панов,Федор,Власович,1965-02-16,М,2013,автомат,1,Дакар,61
266,267,0530354454,Денисов,Амос,Ермолаевич,1994-08-29,М,2020,автомат,3,Главная дорога,44
267,268,4437285654,Маслова,Лукия,Алексеевна,1957-02-12,Ж,1991,механика,1,Профессионал,8
268,269,3385355377,Макаров,Агафон,Гертрудович,1985-12-19,М,2018,механика,4,Дилижанс,41
269,270,4826462372,Кузнецов,Ермолай,Филиппович,1952-06-05,М,1970,механика,5,Ермак,79
270,271,0356427503,Сафонов,Сократ,Ануфриевич,1970-05-08,М,2015,автомат,5,Эксперт,45
271,272,3394730633,Колесникова,Алина,Никифоровна,1985-06-03,Ж,2009,автомат,1,Движение,1
272,273,3573407097,Котов,Нифонт,Матвеевич,1955-11-01,М,1986,автомат,2,Жигули,13
273,274,0830941521,Абрамова,Юлия,Кузьминична,1996-08-23,Ж,2014,механика,1,Пятое колесо,37
274,275,6093236651,Николаева,Мария,Кузьминична,1986-03-29,Ж,2013,автомат,1,Авто-Премиум,35
275,276,6463499186,Исаева,Акулина,Мироновна,1958-08-25,Ж,1976,механика,2,Локомотив,10
276,277,3875681015,Фокин,Орест,Владленович,1997-12-31,М,2016,автомат,1,АвтоСити,62
277,278,6697992168,Лаврентьева,Зинаида,Аскольдовна,1986-05-23,Ж,2005,механика,5,Первая миля,51
278,279,3726652449,Ермакова,Клавдия,Афанасьевна,1990-02-19,Ж,2017,механика,2,Авто-Лада,35
279,280,6646993104,Орехов,Стоян,Федосеевич,1968-11-30,М,1996,автомат,4,Сигнал,69
280,281,3928927103,Устинова,Вера,Ильинична,1974-04-30,Ж,2017,механика,2,Автополис,45
281,282,1566823837,Молчанов,Ираклий,Егорович,1992-02-24,М,2012,механика,4,Зеленая миля,50
282,283,7552986970,Филатова,Юлия,Мироновна,1994-09-02,Ж,2020,автомат,1,Импульс,18
283,284,5059449113,Наумова,Ульяна,Ждановна,2001-05-24,Ж,2020,механика,5,Армада,20
284,285,4372576303,Евдокимова,Евгения,Святославовна,1952-05-13,Ж,1984,автомат,4,Легион,17
285,286,7278319787,Соколов,Платон,Яковлевич,1998-05-19,М,2018,автомат,4,Звездный мост,4
286,287,8637208258,Сидорова,Лора,Федоровна,1993-03-23,Ж,2021,автомат,5,Автоэлита,49
287,288,5254472460,Вишняков,Венедикт,Владиславович,1958-02-05,М,2003,механика,5,Шумахер,37
288,289,0623327855,Селиверстов,Будимир,Димитриевич,1968-09-26,М,1991,автомат,5,Мотор,32
289,290,0032318058,Самсонов,Фрол,Фролович,1983-03-04,М,2014,автомат,2,Профессионал,9
290,291,6474448935,Юдина,Прасковья,Аскольдовна,1981-04-30,Ж,2003,механика,5,Лучший водитель,13
291,292,2862315719,Андреева,Глафира,Васильевна,1998-05-12,Ж,2020,автомат,5,Победа,92
292,293,9207279981,Тетерина,Акулина,Кузьминична,1956-10-04,Ж,2004,автомат,1,Вулкан,51
293,294,1399120014,Комаров,Зосима,Ефимович,2002-03-06,М,2021,механика,1,Альфа,75
294,295,0451631477,Гущин,Измаил,Ерофеевич,1982-11-15,М,2004,механика,5,Флагман,58
295,296,7781063942,Харитонов,Прокофий,Гавриилович,1970-10-06,М,1990,механика,5,Профессионал,12
296,297,7774899386,Марков,Зосима,Демидович,2001-03-18,М,2019,автомат,1,АвтоАкадемия,63
297,298,7550536434,Кузьмин,Вадим,Венедиктович,1985-11-28,М,2021,механика,4,Луч,13
298,299,7259911095,Ковалева,Мария,Архиповна,1979-02-17,Ж,2002,механика,3,Автолицей,33
299,300,8612587375,Третьяков,Казимир,Афанасьевич,2001-04-16,М,2021,механика,4,Ягуар,19
300,301,8197138595,Фадеев,Федор,Ермилович,1965-03-16,М,2012,механика,2,Восток-ралли,55
301,302,6791895902,Медведева,Вера,Ильинична,1973-02-15,Ж,2000,автомат,4,Ралли Шоп,78
302,303,1808649389,Рожков,Изяслав,Игнатович,1970-10-22,М,2020,автомат,2,Автолидер,9
303,304,3706490350,Федосеева,Анна,Львовна,1983-06-19,Ж,2001,механика,4,Фаворит,13
304,305,9173096924,Устинова,Кира,Аскольдовна,1999-02-26,Ж,2018,автомат,1,Центральная автошкола,74
305,306,1127471411,Стрелкова,Прасковья,Феликсовна,1952-02-10,Ж,1977,механика,5,Перекресток,54
306,307,3273485954,Степанова,Оксана,Ниловна,1988-12-01,Ж,2013,автомат,5,Пора за руль,46
307,308,6013441895,Абрамов,Филимон,Иларионович,1959-10-27,М,2003,механика,2,Мастер-класс,55
308,309,9875775243,Васильев,Фрол,Демьянович,1987-08-12,М,2014,автомат,3,Автодрайвер,92
309,310,6771975778,Хохлова,Феврония,Афанасьевна,1981-03-23,Ж,2020,механика,4,Гарант,14
310,311,7779142647,Ситникова,Акулина,Афанасьевна,1965-01-11,Ж,2004,механика,1,Вектор,27
311,312,0934858507,Мясникова,Нинель,Харитоновна,1975-12-30,Ж,1995,механика,4,Сириус,75
312,313,7641322825,Емельянов,Бронислав,Владленович,1973-12-13,М,2011,автомат,3,Автоновичок,24
313,314,8246374596,Лукина,Юлия,Мироновна,1957-04-02,Ж,1989,механика,2,Восток-ралли,9
314,315,5433254879,Кондратьева,Екатерина,Георгиевна,1980-03-25,Ж,2012,автомат,4,Автостарт,71
315,316,9279207065,Шестаков,Твердислав,Зиновьевич,1998-05-10,М,2017,механика,2,Зеленый свет,43
316,317,6658863672,Быков,Леон,Жанович,1994-05-20,М,2017,автомат,3,Звездный мост,46
317,318,9575101585,Герасимов,Софон,Анисимович,1975-05-24,М,2021,механика,1,Автоправо,55
318,319,4918339573,Цветкова,Галина,Харитоновна,2002-10-14,Ж,2021,механика,3,Элит,26
319,320,5885828086,Григорьева,Октябрина,Матвеевна,1964-10-09,Ж,1982,механика,3,Звездный мост,4
320,321,2909776068,Баранов,Ефим,Тимурович,1993-08-12,М,2015,механика,5,Альфа,1
321,322,5001455573,Комарова,Анжелика,Константиновна,1996-01-23,Ж,2014,автомат,2,"Эх, научу!",24
322,323,3254301007,Гуляева,Анастасия,Михайловна,1972-05-10,Ж,1991,механика,2,Норд-Вест,91
323,324,7144314812,Колобова,Марфа,Антоновна,1984-09-24,Ж,2009,автомат,1,Зеленый свет,71
324,325,6880193156,Бурова,Кира,Валериевна,1962-07-05,Ж,2020,механика,2,Универсал,44
325,326,9140470301,Миронова,Евфросиния,Оскаровна,1973-10-08,Ж,2009,автомат,5,Априори,76
326,327,9369759331,Самойлова,Анжелика,Кирилловна,1961-01-13,Ж,1984,автомат,3,Коррэктъ,32
327,328,1250712734,Григорьева,Тамара,Альбертовна,1987-03-01,Ж,2018,механика,2,Лидер,30
328,329,8225800731,Ширяев,Викентий,Харлампьевич,1987-06-30,М,2012,автомат,3,Новые горизонты,51
329,330,5795097842,Костина,Агафья,Тимофеевна,1970-07-15,Ж,2017,автомат,2,Автодрайв,34
330,331,9960222212,Шашков,Герман,Жанович,1971-09-11,М,1989,автомат,1,Хочу рулить,36
331,332,0501352012,Носов,Владислав,Демидович,1983-01-09,М,2003,механика,3,За рулем,30
332,333,8880015819,Юдин,Макар,Тарасович,1956-12-21,М,2007,автомат,3,Флагман,46
333,334,1500304080,Рыбакова,Жанна,Романовна,1989-06-27,Ж,2015,механика,2,АвтоАкадемия,30
334,335,6769299699,Прохоров,Аполлон,Тимурович,1988-05-23,М,2014,автомат,4,Курсант,61
335,336,5948483519,Евсеев,Артемий,Валерьевич,1987-08-12,М,2018,механика,3,Успех,18
336,337,8059030976,Поляков,Эрнест,Бориславович,1973-05-14,М,1992,автомат,4,Сириус,30
337,338,4145883959,Шарапова,Елена,Евгеньевна,1967-03-26,Ж,1987,автомат,5,Азбука дорог,73
338,339,7397622184,Яковлев,Дмитрий,Евсеевич,1991-04-07,М,2021,механика,4,Вектор,52
339,340,3716498475,Кабанова,Лариса,Юрьевна,2001-02-28,Ж,2020,механика,2,Азбука вождения,59
340,341,0611249437,Абрамова,Пелагея,Игоревна,1971-11-26,Ж,2013,автомат,4,Хочу рулить,70
341,342,8876337715,Сазонова,Юлия,Андреевна,1976-01-06,Ж,2007,механика,1,Автодрайв,41
342,343,1266834371,Шарова,Елизавета,Степановна,1961-09-10,Ж,1987,механика,5,Успех,34
343,344,2545115535,Копылова,Лидия,Васильевна,2002-08-23,Ж,2020,механика,5,Трасса,92
344,345,8805553022,Фокин,Автоном,Герасимович,1958-03-28,М,1991,автомат,3,Евродрайв,33
345,346,4661769514,Тетерина,Милица,Эдуардовна,1992-03-01,Ж,2019,автомат,4,Драйвин,99
346,347,7023814239,Комаров,Мокей,Ермолаевич,1975-02-08,М,2008,автомат,3,Балтик-Стар,48
347,348,5319545762,Третьякова,Иванна,Ждановна,1985-12-10,Ж,2003,механика,3,Садовое Кольцо,74
348,349,8117386350,Яковлев,Макар,Артемьевич,1973-06-29,М,2007,автомат,4,Топаз,49
349,350,5819139471,Бобылев,Модест,Дорофеевич,1987-11-22,М,2012,автомат,1,Авто-Навык,87
350,351,4212999044,Никитина,Нина,Афанасьевна,1973-03-20,Ж,1995,автомат,5,Мак-Авто,37
351,352,1793297685,Тетерин,Леонид,Абрамович,1989-08-30,М,2013,механика,4,Автомиг,35
352,353,5608203994,Кулаков,Юлиан,Геннадиевич,1965-01-23,М,2011,механика,2,Формула скорости,36
353,354,1037058214,Наумова,Людмила,Юльевна,1969-06-24,Ж,2012,автомат,4,Кристалл,24
354,355,4260486956,Дроздов,Никита,Ефремович,1969-03-26,М,1994,автомат,1,Автоэлита,56
